41.89467657,-87.65732504
41.89467657,-87.65732504
41.89467657,-87.65732504
41.89613412,-87.6565956
41.89238383,-87.65772697
41.89165427,-87.65725278
41.89294663,-87.65757787
41.89542528,-87.6551759
41.89129371,-87.64768059
41.89121804,-87.65468948
41.89599599,-87.6524789
41.89324215,-87.65570519
41.89539756,-87.65576524
41.89460555,-87.65732313
41.8929702,-87.65598773
41.8911581,-87.65911749
41.89124229,-87.65235587
41.89584197,-87.65481897
41.89283282,-87.65768284
41.89587084,-87.65607103
41.89546625,-87.65576637
41.89120814,-87.65573434
41.89460555,-87.65732313
41.89442373,-87.65761242
41.89313364,-87.64780859
41.8955426,-87.65542425
41.89133821,-87.64894251
41.89450195,-87.65339161
41.89122956,-87.6535221
41.89613873,-87.65634571
41.89428162,-87.65350006
41.89129371,-87.64768059
41.89395876,-87.64784119
41.89278268,-87.64776455
41.89591575,-87.65468981
41.89173287,-87.64865419
41.89256389,-87.65792004
41.8947061,-87.65280496
41.89614582,-87.65601177
41.89128065,-87.64855865
41.89442373,-87.65761242
41.89127925,-87.64885094
41.89428162,-87.65350006
41.89576285,-87.65130619
41.89390208,-87.65646329
41.89613873,-87.65634571
41.89445591,-87.65407954
41.89118941,-87.65747031
41.89442788,-87.65340541
41.89120814,-87.65573434
41.89121804,-87.65468948
41.89579624,-87.6549536
41.89190342,-87.64864017
41.89125752,-87.64793065
41.89568793,-87.65433453
41.89339094,-87.65705735
41.89579624,-87.6549536
41.89118941,-87.65747031
41.89401286,-87.65232466
41.89436046,-87.65761083
41.89401888,-87.65126806
41.89558431,-87.65538895
41.89333047,-87.65691273
41.89596155,-87.65506539
41.8934848,-87.64773384
41.89208581,-87.64917922
41.89357111,-87.64782354
41.89399896,-87.65638291
41.89390062,-87.65680344
41.89591575,-87.65468981
41.89120657,-87.65587219
41.89188849,-87.64776463
41.89296105,-87.65756973
41.8958262,-87.65276804
41.89520367,-87.65275055
41.89200173,-87.65726052
41.8960858,-87.65944432
41.8934542,-87.65012609
41.89118941,-87.65747031
41.89118941,-87.65747031
